datetime,lat,lon,chl,depth,station,cruise,experiment,affiliations,doi,source,fluorescence?,pressure,FishRegion
2025-05-11 13:32:00,25.3517,-81.265,1.0815,2.48,57,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,Gulf of Mexico
2025-05-11 14:04:00,25.35,-81.227,1.1131,3.63,56,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,no,,Gulf of Mexico
2025-05-11 14:26:00,25.3502,-81.1933,1.1404,3.11,55,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,Gulf of Mexico
2025-05-11 15:05:00,25.3453,-81.1528,1.5067,2.85,54,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,Gulf of Mexico
2025-05-11 16:30:00,25.4533,-81.225,1.2682,3.23,53,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,Gulf of Mexico
2025-05-11 17:07:00,25.4533,-81.3083,1.2244,2.78,51,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,Gulf of Mexico
2025-05-11 18:28:00,25.5833,-81.2917,1.0236,3.44,49,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,Gulf of Mexico
2025-05-11 19:41:00,25.5835,-81.4707,0.9286,3.27,45,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,Gulf of Mexico
2025-05-11 21:45:00,25.7333,-81.575,2.39,2.35,41,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,Gulf of Mexico
2025-05-12 00:38:00,25.7417,-81.9433,0.5544,2.4,31,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,Gulf of Mexico
2025-05-12 02:19:00,25.9117,-81.8,1.0417,2.77,33,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,Gulf of Mexico
2025-05-12 06:06:00,26.1811,-82.2192,0.4427,3.25,CAL5,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,Gulf of Mexico
2025-05-12 08:06:00,26.3412,-82.0431,1.3467,2.88,CAL3,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,Gulf of Mexico
2025-05-12 09:20:00,26.4272,-81.9606,7.5384,2.61,CAL1,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,Gulf of Mexico
2025-05-12 11:29:00,26.5455,-82.2199,4.5003,2.84,RP1,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,Gulf of Mexico
2025-05-12 12:50:00,26.5496,-82.3321,0.7815,3.99,RP3,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,no,,Gulf of Mexico
2025-05-12 15:06:00,26.6864,-82.3402,1.5011,3.22,BG2,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,Gulf of Mexico
2025-05-12 17:40:00,26.629,-82.554,0.3512,2.72,BG4,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,Gulf of Mexico
2025-05-12 18:55:00,26.5952,-82.6947,0.3143,3.63,GP5,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,Gulf of Mexico
2025-05-12 21:30:00,26.4942,-83.0365,0.1579,2.69,BG7,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,Gulf of Mexico
2025-05-12 23:18:00,26.7294,-83.1049,0.1596,2.1,V9,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,Gulf of Mexico
2025-05-13 00:54:00,26.8308,-82.9578,0.162,3.19,V8,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,no,,Gulf of Mexico
2025-05-13 03:05:00,26.9604,-82.7502,0.3003,2.81,V5,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,Gulf of Mexico
2025-05-13 05:12:00,27.0739,-82.5463,1.7331,2.25,V2,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,Gulf of Mexico
2025-05-13 10:07:00,27.4586,-82.8467,1.102,2.51,AMI2,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,Gulf of Mexico
2025-05-13 12:52:00,27.3429,-83.1276,0.2968,2.53,AMI5,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,Gulf of Mexico
2025-05-13 16:30:00,27.1899,-83.5032,0.1359,3.19,AMI9,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,Gulf of Mexico
2025-05-13 19:32:00,27.6144,-83.4867,0.1389,2.08,TB10,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,no,,Gulf of Mexico
2025-05-13 23:00:00,27.6186,-83.1333,0.3312,3.06,TB4,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,Gulf of Mexico
2025-05-14 01:22:00,27.6504,-82.8383,1.8527,2.72,ROME5,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,Gulf of Mexico
2025-05-14 03:14:00,27.8016,-82.8817,0.9303,3.03,TB1,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,Gulf of Mexico
2025-05-14 04:49:00,28.01,-82.849,5.6864,2.22,CW1,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,Gulf of Mexico
2025-05-14 07:02:00,28.0116,-83.0793,0.3299,2.44,CW4,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,Gulf of Mexico
2025-05-14 20:40:00,25.9378,-82.4792,0.2378,2.06,CAL6,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,Gulf of Mexico
2025-05-15 01:37:00,25.4017,-82.21,0.1354,2.31,30,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,Gulf of Mexico
2025-05-15 04:33:00,25.0132,-82.0399,0.3008,2.16,KW4,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,Gulf of Mexico
2025-05-15 07:14:00,24.654,-81.9049,0.4136,2.34,KW1,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,Gulf of Mexico
2025-05-15 09:07:00,24.478,-81.717,0.2845,14.3,WS,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,no,,South Atlantic
2025-05-15 09:07:00,24.478,-81.717,0.2991,2.62,WS,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,no,,South Atlantic
2025-05-15 11:15:00,24.5367,-81.8283,0.2407,2.57,24,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,South Atlantic
2025-05-15 15:40:00,24.538,-81.413,0.5274,35.1,LK,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,no,,South Atlantic
2025-05-15 15:40:00,24.538,-81.413,0.293,2.3,LK,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,no,,South Atlantic
2025-05-15 17:37:00,24.5983,-81.1833,0.3447,2.29,18,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,South Atlantic
2025-05-15 18:14:00,24.675,-81.205,0.4105,2.85,16,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,South Atlantic
2025-05-15 19:37:00,24.7017,-81.03,0.2721,2.58,13,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,South Atlantic
2025-05-15 23:03:00,24.7883,-80.86,0.3119,2.22,10,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,South Atlantic
2025-05-15 23:42:00,24.7133,-80.8317,0.1383,2.72,12,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,South Atlantic
2025-05-16 00:37:00,24.718,-80.688,0.1085,2.62,9.5,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,South Atlantic
2025-05-16 01:53:00,24.8208,-80.7567,0.2422,2.39,7,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,South Atlantic
2025-05-16 05:14:00,25.01,-80.38,0.291,36.2,MR,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,no,,South Atlantic
2025-05-16 05:14:00,25.01,-80.38,0.1366,2.95,MR,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,no,,South Atlantic
2025-05-16 08:18:00,25.1083,-80.38,0.1596,2.28,4,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,South Atlantic
2025-05-16 14:25:00,25.638,-80.108,0.2766,2.46,2,WS25130,SFMBON,"University_of_South_Florida,University_of_South_Florida,University_of_South_Florida",10.5067/SeaBASS/SFMBON/DATA001,SeaBASS,yes,,South Atlantic
2024-04-28 12:44:45,22.75,-158.0,0.08,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,4.2,Hawaii
2024-04-28 12:44:35,22.75,-158.0,0.08,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,4.0,Hawaii
2024-04-28 12:44:24,22.75,-158.0,0.08,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,3.7,Hawaii
2024-04-28 12:41:56,22.75,-158.0,0.09,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,24.5,Hawaii
2024-04-28 12:41:46,22.75,-158.0,0.1,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,24.3,Hawaii
2024-04-28 12:41:36,22.75,-158.0,0.09,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,24.1,Hawaii
2024-04-28 12:36:12,22.75,-158.0,0.1,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,43.3,Hawaii
2024-04-28 12:36:03,22.75,-158.0,0.09,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,43.4,Hawaii
2024-04-28 12:35:57,22.75,-158.0,0.09,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,43.3,Hawaii
2024-04-28 12:34:01,22.75,-158.0,0.17,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,73.8,Hawaii
2024-04-28 12:33:51,22.75,-158.0,0.16,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,73.8,Hawaii
2024-04-28 12:33:42,22.75,-158.0,0.14,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,73.9,Hawaii
2024-04-28 12:31:58,22.75,-158.0,0.23,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,98.6,Hawaii
2024-04-28 12:31:49,22.75,-158.0,0.23,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,98.4,Hawaii
2024-04-28 12:31:38,22.75,-158.0,0.21,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,98.5,Hawaii
2024-04-28 12:30:14,22.75,-158.0,0.25,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,123.1,Hawaii
2024-04-28 12:30:04,22.75,-158.0,0.29,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,123.1,Hawaii
2024-04-28 12:29:53,22.75,-158.0,0.25,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,123.1,Hawaii
2024-04-28 12:28:14,22.75,-158.0,0.08,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,149.4,Hawaii
2024-04-28 12:28:03,22.75,-158.0,0.08,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,149.4,Hawaii
2024-04-28 12:27:53,22.75,-158.0,0.08,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,149.5,Hawaii
2024-04-28 12:25:21,22.75,-158.0,0.03,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,174.5,Hawaii
2024-04-28 12:25:11,22.75,-158.0,0.03,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,174.5,Hawaii
2024-04-28 12:25:02,22.75,-158.0,0.03,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,174.5,Hawaii
2024-04-30 07:00:45,22.75,-158.0,0.07,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,4.8,Hawaii
2024-04-30 06:58:07,22.75,-158.0,0.09,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,24.5,Hawaii
2024-04-30 06:56:40,22.75,-158.0,0.11,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,44.8,Hawaii
2024-04-30 06:55:25,22.75,-158.0,0.16,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,58.9,Hawaii
2024-04-30 06:54:19,22.75,-158.0,0.23,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,75.0,Hawaii
2024-04-30 06:52:48,22.75,-158.0,-9.0,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,84.7,Hawaii
2024-04-30 06:51:35,22.75,-158.0,-9.0,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,99.5,Hawaii
2024-04-30 06:50:08,22.75,-158.0,0.3,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,114.8,Hawaii
2024-04-30 06:48:22,22.75,-158.0,0.28,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,124.3,Hawaii
2024-04-30 06:46:55,22.75,-158.0,0.28,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,134.6,Hawaii
2024-04-30 06:45:28,22.75,-158.0,0.22,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,149.9,Hawaii
2024-04-30 06:44:02,22.75,-158.0,0.06,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,175.2,Hawaii
2024-07-17 13:04:25,22.75,-158.0,0.09,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,8.4,Hawaii
2024-07-17 13:04:12,22.75,-158.0,0.11,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,8.4,Hawaii
2024-07-17 13:04:01,22.75,-158.0,0.09,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,8.2,Hawaii
2024-07-17 13:01:16,22.75,-158.0,0.09,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,27.2,Hawaii
2024-07-17 13:01:02,22.75,-158.0,0.12,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,26.8,Hawaii
2024-07-17 13:00:49,22.75,-158.0,0.12,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,27.1,Hawaii
2024-07-17 12:58:28,22.75,-158.0,0.18,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,46.8,Hawaii
2024-07-17 12:58:09,22.75,-158.0,0.19,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,46.9,Hawaii
2024-07-17 12:57:50,22.75,-158.0,0.2,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,46.8,Hawaii
2024-07-17 12:55:35,22.75,-158.0,0.21,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,74.8,Hawaii
2024-07-17 12:55:24,22.75,-158.0,0.22,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,74.6,Hawaii
2024-07-17 12:55:14,22.75,-158.0,0.22,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,74.6,Hawaii
2024-07-17 12:53:28,22.75,-158.0,0.29,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,99.2,Hawaii
2024-07-17 12:53:19,22.75,-158.0,0.25,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,99.2,Hawaii
2024-07-17 12:53:00,22.75,-158.0,0.24,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,99.1,Hawaii
2024-07-17 12:51:22,22.75,-158.0,0.18,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,124.1,Hawaii
2024-07-17 12:51:07,22.75,-158.0,0.19,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,124.2,Hawaii
2024-07-17 12:50:54,22.75,-158.0,0.19,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,124.0,Hawaii
2024-07-17 12:49:07,22.75,-158.0,0.14,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,148.9,Hawaii
2024-07-17 12:48:55,22.75,-158.0,0.13,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,148.9,Hawaii
2024-07-17 12:48:43,22.75,-158.0,0.13,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,148.9,Hawaii
2024-07-17 12:46:56,22.75,-158.0,0.06,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,173.4,Hawaii
2024-07-17 12:46:46,22.75,-158.0,0.07,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,173.4,Hawaii
2024-07-17 12:46:35,22.75,-158.0,0.08,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,173.7,Hawaii
2024-07-20 06:58:01,22.75,-158.0,0.07,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,3.6,Hawaii
2024-07-20 06:56:26,22.75,-158.0,0.08,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,24.3,Hawaii
2024-07-20 06:54:54,22.75,-158.0,0.09,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,46.1,Hawaii
2024-07-20 06:53:42,22.75,-158.0,0.17,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,59.9,Hawaii
2024-07-20 06:52:33,22.75,-158.0,0.2,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,75.5,Hawaii
2024-07-20 06:51:31,22.75,-158.0,0.23,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,85.3,Hawaii
2024-07-20 06:50:20,22.75,-158.0,0.34,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,99.3,Hawaii
2024-07-20 06:48:03,22.75,-158.0,0.29,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,114.6,Hawaii
2024-07-20 06:46:42,22.75,-158.0,0.25,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,124.3,Hawaii
2024-07-20 06:45:02,22.75,-158.0,0.2,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,134.4,Hawaii
2024-07-20 06:43:34,22.75,-158.0,0.11,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,148.5,Hawaii
2024-07-20 06:42:12,22.75,-158.0,0.06,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,174.4,Hawaii
2024-08-17 00:50:22,22.75,-158.0,0.1,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,5.1,Hawaii
2024-08-17 00:50:09,22.75,-158.0,0.09,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,5.0,Hawaii
2024-08-17 00:49:43,22.75,-158.0,0.1,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,5.0,Hawaii
2024-08-17 00:47:11,22.75,-158.0,0.07,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,24.1,Hawaii
2024-08-17 00:46:56,22.75,-158.0,0.1,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,24.1,Hawaii
2024-08-17 00:46:40,22.75,-158.0,0.1,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,24.1,Hawaii
2024-08-17 00:44:35,22.75,-158.0,0.21,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,44.0,Hawaii
2024-08-17 00:44:21,22.75,-158.0,0.19,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,44.0,Hawaii
2024-08-17 00:44:09,22.75,-158.0,0.2,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,44.0,Hawaii
2024-08-17 00:39:35,22.75,-158.0,0.22,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,74.1,Hawaii
2024-08-17 00:39:28,22.75,-158.0,0.19,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,73.9,Hawaii
2024-08-17 00:39:21,22.75,-158.0,0.18,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,74.1,Hawaii
2024-08-17 00:37:49,22.75,-158.0,0.31,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,99.3,Hawaii
2024-08-17 00:37:41,22.75,-158.0,0.26,,Aloha,,HOTS,,https://hahana.soest.hawaii.edu/hot/hot-dogs/interface.html,HOTS,,99.3,Hawaii
